"Gene","Accession","HGNC"
"Ptp4a3","ENSMUSG00000059895","PTP4A3"
"Gm6569","ENSMUSG00000086361","Gm6569"
"Adgrb1","ENSMUSG00000034730","ADGRB1"
"4933427E11Rik","ENSMUSG00000044276","4933427E11Rik"
"Psca","ENSMUSG00000022598","PSCA"
"Them6","ENSMUSG00000056665","THEM6"
"Gm39556","ENSMUSG00000116380","Gm39556"
"Ly6e","ENSMUSG00000022587","LY6E"
"Gm28068","ENSMUSG00000100287","Gm28068"
"Ly6g","ENSMUSG00000022582","Ly6g"
"Zfp41","ENSMUSG00000047003","ZFP41"
"Rhpn1","ENSMUSG00000022580","RHPN1"
"Gsdmd","ENSMUSG00000022575","GSDMD"
"Tigd5","ENSMUSG00000103906","TIGD5"
"Zfp623","ENSMUSG00000050846","ZNF623"
"Zfp707","ENSMUSG00000034429","Zfp707"
"Mapk15","ENSMUSG00000063704","MAPK15"
"Iqank1","ENSMUSG00000102018","IQANK1"
"Gm48952","ENSMUSG00000115332","Gm48952"
"Gm41349","ENSMUSG00000116288","Gm41349"
"Grina","ENSMUSG00000022564","GRINA"
"Smpd5","ENSMUSG00000071724","Smpd5"
"Exosc4","ENSMUSG00000034259","EXOSC4"
"Gpaa1","ENSMUSG00000022561","GPAA1"
"Cyc1","ENSMUSG00000022551","CYC1"
"Maf1","ENSMUSG00000022553","MAF1"
"Gm35339","ENSMUSG00000109179","Gm35339"
"Hgh1","ENSMUSG00000022554","HGH1"
"Mroh1","ENSMUSG00000022558","MROH1"
"Scx","ENSMUSG00000034161","SCX"
"Hsf1","ENSMUSG00000022556","HSF1"
"Slc52a2","ENSMUSG00000022560","SLC52A1"
"Adck5","ENSMUSG00000022550","ADCK5"
"Kifc2","ENSMUSG00000004187","KIFC2"
"Ppp1r16a","ENSMUSG00000033819","PPP1R16A"
"Gpt","ENSMUSG00000022546","GPT"
"Mfsd3","ENSMUSG00000019080","MFSD3"
"Lrrc14","ENSMUSG00000033728","LRRC14"
"Zfp7","ENSMUSG00000033669","ZNF7"
"Commd5","ENSMUSG00000055041","COMMD5"
"Rpl8","ENSMUSG00000003970","RPL8"
"1110038F14Rik","ENSMUSG00000063236","C8orf33"
"1700109K24Rik","ENSMUSG00000097267","1700109K24Rik"
"Apol9b","ENSMUSG00000068246","Apol9b"
"Gm17638","ENSMUSG00000097057","Gm17638"
"Gm49694","ENSMUSG00000116697","Gm49694"
"Ncf4","ENSMUSG00000071715","NCF4"
"Csf2rb","ENSMUSG00000071713","CSF2RB"
"Mpst","ENSMUSG00000071711","MPST"
"Kctd17","ENSMUSG00000033287","KCTD17"
"Gm49490","ENSMUSG00000116307","Gm49490"
"Cyth4","ENSMUSG00000018008","CYTH4"
"Cdc42ep1","ENSMUSG00000049521","CDC42EP1"
"Gga1","ENSMUSG00000033128","GGA1"
"Sh3bp1","ENSMUSG00000022436","SH3BP1"
"Pdxp","ENSMUSG00000116165","PDXP"
"Lgals1","ENSMUSG00000068220","LGALS1"
"Nol12","ENSMUSG00000033099","NOL12"
"Triobp","ENSMUSG00000033088","TRIOBP"
"H1f0","ENSMUSG00000096210","H1-0"
"Gcat","ENSMUSG00000006378","GCAT"
"Galr3","ENSMUSG00000114755","GALR3"
"Eif3l","ENSMUSG00000033047","EIF3L"
"Micall1","ENSMUSG00000033039","MICALL1"
"Polr2f","ENSMUSG00000033020","POLR2F"
"Pick1","ENSMUSG00000068206","PICK1"
"Gm20420","ENSMUSG00000092494","Gm20420"
"Maff","ENSMUSG00000042622","MAFF"
"Gm16059","ENSMUSG00000085802","Gm16059"
"Kdelr3","ENSMUSG00000010830","KDELR3"
"Cby1","ENSMUSG00000022428","CBY1"
"Tomm22","ENSMUSG00000022427","TOMM22"
"Gtpbp1","ENSMUSG00000042535","GTPBP1"
"Gm16575","ENSMUSG00000089796","Gm16575"
"Gm16576","ENSMUSG00000087543","Gm16576"
"AC113595.1","ENSMUSG00000115902","AC113595.1"
"Apobec3","ENSMUSG00000009585","APOBEC3H"
"Syngr1","ENSMUSG00000022415","SYNGR1"
"Tab1","ENSMUSG00000022414","TAB1"
"Mgat3","ENSMUSG00000042428","MGAT3"
"Mief1","ENSMUSG00000022412","MIEF1"
"Atf4","ENSMUSG00000042406","ATF4"
"Fam83f","ENSMUSG00000022408","FAM83F"
"Tnrc6b","ENSMUSG00000047888","TNRC6B"
"Adsl","ENSMUSG00000022407","ADSL"
"Sgsm3","ENSMUSG00000042303","SGSM3"
"4930483J18Rik","ENSMUSG00000047938","4930483J18Rik"
"Mchr1","ENSMUSG00000050164","MCHR1"
"Xpnpep3","ENSMUSG00000022401","XPNPEP3"
"Rbx1","ENSMUSG00000022400","RBX1"
"Ep300","ENSMUSG00000055024","EP300"
"L3mbtl2","ENSMUSG00000022394","L3MBTL2"
"Zc3h7b","ENSMUSG00000022390","ZC3H7B"
"Tef","ENSMUSG00000022389","TEF"
"Gm49476","ENSMUSG00000116075","Gm49476"
"Aco2","ENSMUSG00000022477","ACO2"
"Csdc2","ENSMUSG00000042109","CSDC2"
"Xrcc6","ENSMUSG00000022471","XRCC6"
"Ccdc134","ENSMUSG00000068114","CCDC134"
"Srebf2","ENSMUSG00000022463","SREBF2"
"1500009C09Rik","ENSMUSG00000068099","1500009C09Rik"
"Sept3","ENSMUSG00000022456","Sept3"
"Smdt1","ENSMUSG00000022452","SMDT1"
"Gm20324","ENSMUSG00000100199","Gm20324"
"Serhl","ENSMUSG00000058586","SERHL2"
"Gm49463","ENSMUSG00000116508","Gm49463"
"Bik","ENSMUSG00000016758","BIK"
"Tspo","ENSMUSG00000041736","TSPO"
"Mpped1","ENSMUSG00000041708","MPPED1"
"Pnpla3","ENSMUSG00000041653","PNPLA3"
"Samm50","ENSMUSG00000022437","SAMM50"
"Parvb","ENSMUSG00000022438","PARVB"
"Parvg","ENSMUSG00000022439","PARVG"
"Prr5","ENSMUSG00000036106","PRR5"
"Arhgap8","ENSMUSG00000078954","PRR5-ARHGAP8"
"Nup50","ENSMUSG00000016619","NUP50"
"Upk3a","ENSMUSG00000022435","UPK3A"
"Fam118a","ENSMUSG00000022434","FAM118A"
"Ribc2","ENSMUSG00000022431","RIBC2"
"Fbln1","ENSMUSG00000006369","FBLN1"
"Atxn10","ENSMUSG00000016541","ATXN10"
"Gm49539","ENSMUSG00000116004","Gm49539"
"Lncppara","ENSMUSG00000116305","Lncppara"
"Ppara","ENSMUSG00000022383","PPARA"
"Ttc38","ENSMUSG00000035944","TTC38"
"Gtse1","ENSMUSG00000022385","GTSE1"
"Trmu","ENSMUSG00000022386","TRMU"
"Gramd4","ENSMUSG00000035900","GRAMD4"
"Gm15569","ENSMUSG00000086424","Gm15569"
"Tbc1d22a","ENSMUSG00000051864","TBC1D22A"
"Tafa5","ENSMUSG00000054863","TAFA5"
"Zbed4","ENSMUSG00000034333","ZBED4"
"Creld2","ENSMUSG00000023272","CRELD2"
"Pim3","ENSMUSG00000035828","PIM3"
"Panx2","ENSMUSG00000058441","PANX2"
"Trabd","ENSMUSG00000015363","TRABD"
"Selenoo","ENSMUSG00000035757","SELENOO"
"Ppp6r2","ENSMUSG00000036561","PPP6R2"
"Adm2","ENSMUSG00000054136","ADM2"
"Ncaph2","ENSMUSG00000008690","NCAPH2"
"C730034F03Rik","ENSMUSG00000079242","C730034F03Rik"
"Mapk8ip2","ENSMUSG00000022619","MAPK8IP2"
"C230037L18Rik","ENSMUSG00000084915","C230037L18Rik"
"Shank3","ENSMUSG00000022623","SHANK3"
"Alg10b","ENSMUSG00000075470","ALG10B"
"Lrrk2","ENSMUSG00000036273","LRRK2"
"Cntn1","ENSMUSG00000055022","CNTN1"
"Gm26760","ENSMUSG00000097068","Gm26760"
"Pdzrn4","ENSMUSG00000036218","PDZRN4"
"Gm30085","ENSMUSG00000109770","Gm30085"
"Pphln1","ENSMUSG00000036167","PPHLN1"
"Irak4","ENSMUSG00000059883","IRAK4"
"Tmem117","ENSMUSG00000063296","TMEM117"
"Ano6","ENSMUSG00000064210","ANO6"
"Arid2","ENSMUSG00000033237","ARID2"
"Pced1b","ENSMUSG00000044250","PCED1B"
"Rapgef3os2","ENSMUSG00000087397","Rapgef3os2"
"Slc48a1","ENSMUSG00000081534","SLC48A1"
"Tmem106c","ENSMUSG00000052369","TMEM106C"
"Pfkm","ENSMUSG00000033065","PFKM"
"Ccdc184","ENSMUSG00000029875","CCDC184"
"Olfr279","ENSMUSG00000054036","Olfr279"
"9330020H09Rik","ENSMUSG00000091050","9330020H09Rik"
"4930415O20Rik","ENSMUSG00000022993","4930415O20Rik"
"Gm29331","ENSMUSG00000100220","Gm29331"
"Cacnb3","ENSMUSG00000003352","CACNB3"
"Ccdc65","ENSMUSG00000003354","CCDC65"
"B130046B21Rik","ENSMUSG00000097414","B130046B21Rik"
"5730414N17Rik","ENSMUSG00000116506","5730414N17Rik"
"Gm49442","ENSMUSG00000116033","Gm49442"
"Gm41396","ENSMUSG00000116223","Gm41396"
"4930578M01Rik","ENSMUSG00000097587","4930578M01Rik"
"Tuba1c","ENSMUSG00000043091","TUBA1C"
"Prph","ENSMUSG00000023484","PRPH"
"Troap","ENSMUSG00000032783","TROAP"
"Dnajc22","ENSMUSG00000038009","DNAJC22"
"Spats2","ENSMUSG00000051934","SPATS2"
"Kcnh3","ENSMUSG00000037579","KCNH3"
"1700120C14Rik","ENSMUSG00000100599","1700120C14Rik"
"Prpf40b","ENSMUSG00000023007","PRPF40B"
"Tmbim6","ENSMUSG00000023010","TMBIM6"
"Nckap5los","ENSMUSG00000089968","Nckap5los"
"Aqp2","ENSMUSG00000023013","AQP2"
"Aqp5","ENSMUSG00000044217","AQP5"
"Aqp6","ENSMUSG00000043144","AQP6"
"Asic1","ENSMUSG00000023017","ASIC1"
"Smarcd1","ENSMUSG00000023018","SMARCD1"
"Gpd1","ENSMUSG00000023019","GPD1"
"Cox14","ENSMUSG00000023020","COX14"
"Gm17058","ENSMUSG00000090406","Gm17058"
"Gm49494","ENSMUSG00000116518","Gm49494"
"Gm21917","ENSMUSG00000096111","Gm21917"
"Larp4","ENSMUSG00000023025","LARP4"
"Dip2b","ENSMUSG00000023026","DIP2B"
"Atf1","ENSMUSG00000023027","ATF1"
"Mettl7a1","ENSMUSG00000054619","Mettl7a1"
"Mettl7a3","ENSMUSG00000058057","METTL7A"
"Mettl7a2","ENSMUSG00000056487","Mettl7a2"
"Gm5475","ENSMUSG00000087444","Gm5475"
"Letmd1","ENSMUSG00000037353","LETMD1"
"Gm27209","ENSMUSG00000098620","Gm27209"
"Gm49492","ENSMUSG00000116180","Gm49492"
"Dazap2","ENSMUSG00000000346","DAZAP2"
"Slc4a8","ENSMUSG00000023032","SLC4A8"
"Scn8a","ENSMUSG00000023033","SCN8A"
"Acvrl1","ENSMUSG00000000530","ACVRL1"
"Acvr1b","ENSMUSG00000000532","ACVR1B"
"Grasp","ENSMUSG00000000531","Grasp"
"Nr4a1","ENSMUSG00000023034","NR4A1"
"Atg101","ENSMUSG00000037204","ATG101"
"Smim41","ENSMUSG00000075408","SMIM41"
"Gm35853","ENSMUSG00000116114","Gm35853"
"Krt7","ENSMUSG00000023039","KRT7"
"Krt88","ENSMUSG00000063971","Krt88"
"Krt86","ENSMUSG00000067614","Krt86"
"Gm36026","ENSMUSG00000116010","Gm36026"
"Krt18","ENSMUSG00000023043","KRT18"
"Eif4b","ENSMUSG00000058655","EIF4B"
"Tns2","ENSMUSG00000037003","TNS2"
"Igfbp6","ENSMUSG00000023046","IGFBP6"
"Soat2","ENSMUSG00000023045","SOAT2"
"Zfp740","ENSMUSG00000046897","ZNF740"
"Gm9918","ENSMUSG00000097050","Gm9918"
"Mfsd5","ENSMUSG00000045665","MFSD5"
"Espl1","ENSMUSG00000058290","ESPL1"
"Pfdn5","ENSMUSG00000001289","PFDN5"
"Myg1","ENSMUSG00000001285","MYG1"
"Sp1","ENSMUSG00000001280","SP1"
"Amhr2","ENSMUSG00000023047","AMHR2"
"Prr13","ENSMUSG00000023048","Prr13"
"Pcbp2","ENSMUSG00000056851","PCBP2"
"Gm10337","ENSMUSG00000071586","Gm10337"
"Tarbp2","ENSMUSG00000023051","TARBP2"
"Gm4544","ENSMUSG00000116056","Gm4544"
"Hoxc4","ENSMUSG00000075394","HOXC4"
"Hnrnpa1","ENSMUSG00000046434","HNRNPA1"
"Copz1","ENSMUSG00000060992","COPZ1"
"Nckap1l","ENSMUSG00000022488","NCKAP1L"
"Pde1b","ENSMUSG00000022489","PDE1B"
"Zfp597","ENSMUSG00000039789","ZNF597"
"1700037C18Rik","ENSMUSG00000005983","C16orf90"
"Gm15537","ENSMUSG00000085048","Gm15537"
"Nlrc3","ENSMUSG00000049871","NLRC3"
"Slx4","ENSMUSG00000039738","SLX4"
"Gm15879","ENSMUSG00000084790","Gm15879"
"Trap1","ENSMUSG00000005981","TRAP1"
"Crebbp","ENSMUSG00000022521","CREBBP"
"Adcy9","ENSMUSG00000005580","ADCY9"
"Srl","ENSMUSG00000022519","SRL"
"Tfap4","ENSMUSG00000005718","TFAP4"
"Pam16","ENSMUSG00000014301","PAM16"
"Coro7","ENSMUSG00000039637","CORO7-PAM16"
"Nmral1","ENSMUSG00000063445","NMRAL1"
"Cdip1","ENSMUSG00000004071","CDIP1"
"Ubald1","ENSMUSG00000039568","UBALD1"
"Gm16861","ENSMUSG00000097397","Gm16861"
"Anks3","ENSMUSG00000022515","ANKS3"
"Sept12","ENSMUSG00000022542","Sept12"
"Rogdi","ENSMUSG00000022540","ROGDI"
"Glyr1","ENSMUSG00000022536","GLYR1"
"Ppl","ENSMUSG00000039457","PPL"
"Nagpa","ENSMUSG00000023143","NAGPA"
"AU021092","ENSMUSG00000051669","C16orf89"
"Eef2kmt","ENSMUSG00000022544","EEF2KMT"
"Tmem114","ENSMUSG00000022715","TMEM114"
"Tmem186","ENSMUSG00000043140","TMEM186"
"Carhsp1","ENSMUSG00000008393","CARHSP1"
"Usp7","ENSMUSG00000022710","USP7"
"Emp2","ENSMUSG00000022505","EMP2"
"Tekt5","ENSMUSG00000039179","TEKT5"
"Tvp23a","ENSMUSG00000050908","TVP23A"
"Dexi","ENSMUSG00000038055","DEXI"
"Socs1","ENSMUSG00000038037","SOCS1"
"Prm1","ENSMUSG00000022501","Prm1"
"Gm21859","ENSMUSG00000095369","Gm21859"
"Litaf","ENSMUSG00000022500","LITAF"
"Txndc11","ENSMUSG00000022498","TXNDC11"
"Zc3h7a","ENSMUSG00000037965","ZC3H7A"
"Rsl1d1","ENSMUSG00000005846","RSL1D1"
"Gspt1","ENSMUSG00000062203","GSPT1"
"Cpped1","ENSMUSG00000065979","CPPED1"
"2310015D24Rik","ENSMUSG00000099411","2310015D24Rik"
"Parn","ENSMUSG00000022685","PARN"
"Pla2g10","ENSMUSG00000022683","PLA2G10"
"Pdxdc1","ENSMUSG00000022680","PDXDC1"
"Marf1","ENSMUSG00000060657","MARF1"
"Myh11","ENSMUSG00000018830","MYH11"
"Fopnl","ENSMUSG00000022677","Fopnl"
"Gm33696","ENSMUSG00000116324","Gm33696"
"Ube2v2","ENSMUSG00000022674","UBE2V2"
"Mcm4","ENSMUSG00000022673","MCM4"
"Mzt2","ENSMUSG00000022671","MZT2A"
"Spidr","ENSMUSG00000041974","SPIDR"
"Dnm1l","ENSMUSG00000022789","DNM1L"
"Fgd4","ENSMUSG00000022788","FGD4"
"Spag6l","ENSMUSG00000022783","Spag6l"
"Vpreb1","ENSMUSG00000059305","VPREB1"
"Gm49595","ENSMUSG00000116823","Gm49595"
"Ppil2","ENSMUSG00000022771","PPIL2"
"2610318N02Rik","ENSMUSG00000049916","2610318N02Rik"
"Sdf2l1","ENSMUSG00000022769","SDF2L1"
"Ccdc116","ENSMUSG00000022768","CCDC116"
"Ube2l3","ENSMUSG00000038965","UBE2L3"
"Pi4ka","ENSMUSG00000041720","PI4KA"
"Thap7","ENSMUSG00000022760","THAP7"
"Lrrc74b","ENSMUSG00000022759","LRRC74B"
"Slc7a4","ENSMUSG00000022756","SLC7A4"
"Med15","ENSMUSG00000012114","MED15"
"Car15","ENSMUSG00000090236","Car15"
"Dgcr2","ENSMUSG00000003166","DGCR2"
"Ess2","ENSMUSG00000003527","ESS2"
"Gsc2","ENSMUSG00000022738","GSC2"
"Slc25a1","ENSMUSG00000003528","SLC25A1"
"Prodh","ENSMUSG00000003526","PRODH"
"4933432I09Rik","ENSMUSG00000116557","4933432I09Rik"
"Zdhhc8","ENSMUSG00000060166","ZDHHC8"
"Ranbp1","ENSMUSG00000005732","RANBP1"
"Dgcr8","ENSMUSG00000022718","DGCR8"
"Tango2","ENSMUSG00000013539","TANGO2"
"Comt","ENSMUSG00000000326","COMT"
"Tbx1","ENSMUSG00000009097","TBX1"
"Sept5","ENSMUSG00000072214","Sept5"
"Cdc45","ENSMUSG00000000028","CDC45"
"Mrpl40","ENSMUSG00000022706","MRPL40"
"Iglc2","ENSMUSG00000076937","IGLC2"
"Lamp3","ENSMUSG00000041247","Lamp3"
"A930003A15Rik","ENSMUSG00000075330","A930003A15Rik"
"Klhl6","ENSMUSG00000043008","KLHL6"
"Map6d1","ENSMUSG00000041205","MAP6D1"
"Parl","ENSMUSG00000033918","PARL"
"Cyp2ab1","ENSMUSG00000022818","Cyp2ab1"
"Abcc5","ENSMUSG00000022822","ABCC5"
"Gm16618","ENSMUSG00000086837","Gm16618"
"Alg3","ENSMUSG00000033809","ALG3"
"Camk2n2","ENSMUSG00000051146","CAMK2N2"
"Clcn2","ENSMUSG00000022843","CLCN2"
"Thpo","ENSMUSG00000022847","THPO"
"4833419O12Rik","ENSMUSG00000116922","4833419O12Rik"
"Gm16863","ENSMUSG00000096918","Gm16863"
"2510009E07Rik","ENSMUSG00000043391","C3orf70"
"Ehhadh","ENSMUSG00000022853","EHHADH"
"Gm49607","ENSMUSG00000116862","Gm49607"
"Gm26744","ENSMUSG00000097401","Gm26744"
"Tmem41a","ENSMUSG00000022856","Tmem41a"
"Liph","ENSMUSG00000044626","LIPH"
"Igf2bp2","ENSMUSG00000033581","IGF2BP2"
"Tra2b","ENSMUSG00000022858","TRA2B"
"Etv5","ENSMUSG00000013089","ETV5"
"Dgkg","ENSMUSG00000022861","DGKG"
"Crygs","ENSMUSG00000033501","CRYGS"
"Tbccd1","ENSMUSG00000004462","TBCCD1"
"Kng2","ENSMUSG00000060459","Kng2"
"Rfc4","ENSMUSG00000022881","RFC4"
"BC106179","ENSMUSG00000045231","BC106179"
"Masp1","ENSMUSG00000022887","MASP1"
"Bcl6","ENSMUSG00000022508","BCL6"
"Gm31814","ENSMUSG00000115869","Gm31814"
"P3h2","ENSMUSG00000038168","P3H2"
"Cldn1","ENSMUSG00000022512","CLDN1"
"Fgf12","ENSMUSG00000022523","FGF12"
"Mb21d2","ENSMUSG00000051065","MB21D2"
"Gm49636","ENSMUSG00000116814","Gm49636"
"Gm26569","ENSMUSG00000097313","Gm26569"
"9030404E10Rik","ENSMUSG00000116660","9030404E10Rik"
"Lrrc15","ENSMUSG00000052316","LRRC15"
"Gp5","ENSMUSG00000047953","GP5"
"Atp13a3","ENSMUSG00000022533","ATP13A3"
"Tmem44","ENSMUSG00000022537","TMEM44"
"Lsg1","ENSMUSG00000022538","LSG1"
"Gm46565","ENSMUSG00000116581","Gm46565"
"Xxylt1","ENSMUSG00000047434","XXYLT1"
"Acap2","ENSMUSG00000049076","ACAP2"
"Ppp1r2","ENSMUSG00000047714","PPP1R2"
"Gm49767","ENSMUSG00000116617","Gm49767"
"Apod","ENSMUSG00000022548","APOD"
"Gm15743","ENSMUSG00000086645","Gm15743"
"Gm34256","ENSMUSG00000116793","Gm34256"
"0610012G03Rik","ENSMUSG00000107002","NCBP2AS2"
"Senp5","ENSMUSG00000022772","SENP5"
"Pak2","ENSMUSG00000022781","PAK2"
"Pigx","ENSMUSG00000023791","PIGX"
"Nrros","ENSMUSG00000052384","NRROS"
"Fbxo45","ENSMUSG00000035764","FBXO45"
"Slc51a","ENSMUSG00000035699","SLC51A"
"Muc20","ENSMUSG00000035638","MUC20"
"Smbd1","ENSMUSG00000094430","Smbd1"
"Rubcn","ENSMUSG00000035629","RUBCN"
"Iqcg","ENSMUSG00000035578","IQCG"
"1700007L15Rik","ENSMUSG00000097318","1700007L15Rik"
"Gm15657","ENSMUSG00000090214","Gm15657"
"Umps","ENSMUSG00000022814","UMPS"
"Kalrn","ENSMUSG00000061751","KALRN"
"1700119H24Rik","ENSMUSG00000100593","1700119H24Rik"
"Gm21691","ENSMUSG00000116840","Gm21691"
"Sec22a","ENSMUSG00000034473","SEC22A"
"Pdia5","ENSMUSG00000022844","PDIA5"
"Slc49a4","ENSMUSG00000022848","SLC49A4"
"Gm26838","ENSMUSG00000097914","Gm26838"
"Parp14","ENSMUSG00000034422","PARP14"
"Dtx3l","ENSMUSG00000049502","DTX3L"
"Gm15564","ENSMUSG00000086324","Gm15564"
"Fam162a","ENSMUSG00000003955","FAM162A"
"Cstdc6","ENSMUSG00000079594","Cstdc6"
"Cstdc5","ENSMUSG00000071561","Cstdc5"
"Stfa2","ENSMUSG00000022902","Stfa2"
"Stfa3","ENSMUSG00000054905","Stfa3"
"Casr","ENSMUSG00000051980","CASR"
"Cd86","ENSMUSG00000022901","CD86"
"Slc15a2","ENSMUSG00000022899","SLC15A2"
"Eaf2","ENSMUSG00000022838","EAF2"
"4930565N06Rik","ENSMUSG00000084834","4930565N06Rik"
"Stxbp5l","ENSMUSG00000022829","STXBP5L"
"Gtf2e1","ENSMUSG00000022828","GTF2E1"
"Ndufb4","ENSMUSG00000022820","NDUFB4"
"Gm36028","ENSMUSG00000108763","BTN3A1"
"Nr1i2","ENSMUSG00000022809","NR1I2"
"Maats1","ENSMUSG00000022805","Maats1"
"Pla1a","ENSMUSG00000002847","PLA1A"
"Adprh","ENSMUSG00000002844","ADPRH"
"Timmdc1","ENSMUSG00000002846","TIMMDC1"
"Poglut1","ENSMUSG00000034064","POGLUT1"
"Gm17103","ENSMUSG00000091238","Gm17103"
"Arhgap31","ENSMUSG00000022799","ARHGAP31"
"Upk1b","ENSMUSG00000049436","UPK1B"
"Gap43","ENSMUSG00000047261","GAP43"
"Gm19522","ENSMUSG00000116903","Gm19522"
"Gm9968","ENSMUSG00000055370","Gm9968"
"Gm15713","ENSMUSG00000085499","Gm15713"
"Tigit","ENSMUSG00000071552","TIGIT"
"Qtrt2","ENSMUSG00000022704","QTRT2"
"Zdhhc23","ENSMUSG00000036304","ZDHHC23"
"Gramd1c","ENSMUSG00000036292","GRAMD1C"
"Atp6v1a","ENSMUSG00000052459","ATP6V1A"
"Sidt1","ENSMUSG00000022696","SIDT1"
"Boc","ENSMUSG00000022687","BOC"
"Gtpbp8","ENSMUSG00000022668","GTPBP8"
"Slc35a5","ENSMUSG00000022664","SLC35A5"
"Cd200","ENSMUSG00000022661","CD200"
"BC016579","ENSMUSG00000033187","C3orf52"
"Tmprss7","ENSMUSG00000033177","TMPRSS7"
"Tagln3","ENSMUSG00000022658","TAGLN3"
"Abhd10","ENSMUSG00000033157","ABHD10"
"Phldb2","ENSMUSG00000033149","PHLDB2"
"Plcxd2","ENSMUSG00000087141","PLCXD2"
"Gm4737","ENSMUSG00000048087","Gm4737"
"Nectin3","ENSMUSG00000022656","NECTIN3"
"Dzip3","ENSMUSG00000064061","DZIP3"
"Bbx","ENSMUSG00000022641","BBX"
"Ccdc54","ENSMUSG00000050685","CCDC54"
"Dubr","ENSMUSG00000022639","Dubr"
"Gm29686","ENSMUSG00000116725","Gm29686"
"Alcam","ENSMUSG00000022636","ALCAM"
"Zpld1","ENSMUSG00000064310","ZPLD1"
"Nfkbiz","ENSMUSG00000035356","NFKBIZ"
"Nxpe3","ENSMUSG00000075033","NXPE3"
"Cep97","ENSMUSG00000022604","CEP97"
"Zbtb11os1","ENSMUSG00000102101","Zbtb11os1"
"Pcnp","ENSMUSG00000071533","Pcnp"
"Trmt10c","ENSMUSG00000044763","TRMT10C"
"Tfg","ENSMUSG00000022757","TFG"
"Tmem45a","ENSMUSG00000022754","Tmem45a"
"Tmem45a2","ENSMUSG00000046748","TMEM45A"
"Nit2","ENSMUSG00000022751","NIT2"
"Tbc1d23","ENSMUSG00000022749","TBC1D23"
"Tmem30c","ENSMUSG00000022753","Tmem30c"
"Cmss1","ENSMUSG00000022748","CMSS1"
"Col8a1","ENSMUSG00000068196","COL8A1"
"4930461C15Rik","ENSMUSG00000086827","4930461C15Rik"
"St3gal6","ENSMUSG00000022747","ST3GAL6"
"Olfr172","ENSMUSG00000071510","OR5K1"
"Crybg3","ENSMUSG00000022723","CRYBG3"
"Arl6","ENSMUSG00000022722","ARL6"
"Nsun3","ENSMUSG00000050312","NSUN3"
"Arl13b","ENSMUSG00000022911","ARL13B"
"Epha3","ENSMUSG00000052504","EPHA3"
"4930453N24Rik","ENSMUSG00000059920","C3orf38"
"Zfp654","ENSMUSG00000047141","ZNF654"
"Chmp2b","ENSMUSG00000004843","CHMP2B"
"Cadm2","ENSMUSG00000064115","CADM2"
"Robo2","ENSMUSG00000052516","ROBO2"
"Hspa13","ENSMUSG00000032932","HSPA13"
"Samsn1","ENSMUSG00000022876","SAMSN1"
"Nrip1","ENSMUSG00000048490","NRIP1"
"Gm30790","ENSMUSG00000109333","Gm30790"
"E330011O21Rik","ENSMUSG00000109841","E330011O21Rik"
"Btg3","ENSMUSG00000022863","BTG3"
"D16Ertd472e","ENSMUSG00000022864","C21orf91"
"Mrpl39","ENSMUSG00000022889","MRPL39"
"Atp5j","ENSMUSG00000022890","ATP5PF"
"App","ENSMUSG00000022892","APP"
"Adamts1","ENSMUSG00000022893","ADAMTS1"
"Adamts5","ENSMUSG00000022894","ADAMTS5"
"Ltn1","ENSMUSG00000052299","LTN1"
"Rwdd2b","ENSMUSG00000041079","RWDD2B"
"Cct8","ENSMUSG00000025613","CCT8"
"Cldn8","ENSMUSG00000050520","CLDN8"
"Tiam1","ENSMUSG00000002489","TIAM1"
"Scaf4","ENSMUSG00000022983","SCAF4"
"Gm49708","ENSMUSG00000116656","Gm49708"
"Mis18a","ENSMUSG00000022978","MIS18A"
"Urb1","ENSMUSG00000039929","URB1"
"Gm36363","ENSMUSG00000116543","Gm36363"
"Cfap298","ENSMUSG00000022972","CFAP298"
"Synj1","ENSMUSG00000022973","SYNJ1"
"Paxbp1","ENSMUSG00000022974","PAXBP1"
"4932438H23Rik","ENSMUSG00000039851","C21orf62"
"Gm49625","ENSMUSG00000116987","Gm49625"
"Tmem50b","ENSMUSG00000022964","TMEM50B"
"Dnajc28","ENSMUSG00000039763","DNAJC28"
"Gart","ENSMUSG00000022962","GART"
"Donson","ENSMUSG00000022960","DONSON"
"Cryzl1","ENSMUSG00000058240","CRYZL1"
"Atp5o","ENSMUSG00000022956","ATP5PO"
"Fam243","ENSMUSG00000051728","FAM243A"
"Rcan1","ENSMUSG00000022951","RCAN1"
"Runx1","ENSMUSG00000022952","RUNX1"
"Setd4","ENSMUSG00000022948","SETD4"
"2310043M15Rik","ENSMUSG00000097768","2310043M15Rik"
"Gm49620","ENSMUSG00000116569","Gm49620"
"Hlcs","ENSMUSG00000040820","HLCS"
"Pigp","ENSMUSG00000022940","PIGP"
"Vps26c","ENSMUSG00000022898","VPS26C"
"Kcnj6","ENSMUSG00000043301","KCNJ6"
"Gm31641","ENSMUSG00000116720","Gm31641"
"Erg","ENSMUSG00000040732","ERG"
"Psmg1","ENSMUSG00000022913","PSMG1"
"Brwd1","ENSMUSG00000022914","BRWD1"
"Hmgn1","ENSMUSG00000040681","Hmgn1"
"Lca5l","ENSMUSG00000045275","LCA5L"
"Itgb2l","ENSMUSG00000000157","ITGB2"
"Dscam","ENSMUSG00000050272","DSCAM"
